latency_ms,kind,name,ok,timestamp
1169.5203576236963,GROCERY_ORDER,POST /submit (fridge),1,1772559029.4493291
212.69305981695652,GROCERY_ORDER,POST /submit (fridge),1,1772559029.8010523
892.6733853295445,RESTOCK_ORDER,POST /submit (truck),1,1772559030.850548
851.8659882247448,RESTOCK_ORDER,POST /submit (truck),1,1772559031.8082452
1291.7364835739136,GROCERY_ORDER,POST /submit (fridge),1,1772559033.3029385
1511.6659216582775,GROCERY_ORDER,POST /submit (fridge),1,1772559034.8692255
194.91764716804028,GROCERY_ORDER,POST /submit (fridge),1,1772559035.1601179
1010.0974515080452,GROCERY_ORDER,POST /submit (fridge),1,1772559036.311903
949.613637290895,GROCERY_ORDER,POST /submit (fridge),1,1772559037.4345458
214.6423328667879,GROCERY_ORDER,POST /submit (fridge),1,1772559037.7873387
1142.2620695084333,GROCERY_ORDER,POST /submit (fridge),1,1772559039.0332127
210.10770369321108,GROCERY_ORDER,POST /submit (fridge),1,1772559039.296956
226.34874191135168,GROCERY_ORDER,POST /submit (fridge),1,1772559039.6881762
1046.672847121954,RESTOCK_ORDER,POST /submit (truck),1,1772559040.8346572
226.33284516632557,GROCERY_ORDER,POST /submit (fridge),1,1772559041.1124802
817.8732404485345,GROCERY_ORDER,POST /submit (fridge),1,1772559041.9822648
1104.0992829948664,RESTOCK_ORDER,POST /submit (truck),1,1772559043.286558
1216.0637080669403,RESTOCK_ORDER,POST /submit (truck),1,1772559044.6246407
1248.708987608552,GROCERY_ORDER,POST /submit (fridge),1,1772559046.0783954
1059.3512039631605,GROCERY_ORDER,POST /submit (fridge),1,1772559047.2105632
215.75459744781256,GROCERY_ORDER,POST /submit (fridge),1,1772559047.6342223
1192.302307114005,GROCERY_ORDER,POST /submit (fridge),1,1772559048.8780787
940.1923129335046,RESTOCK_ORDER,POST /submit (truck),1,1772559049.976122
971.8246469274163,GROCERY_ORDER,POST /submit (fridge),1,1772559051.1960406
1050.450062379241,GROCERY_ORDER,POST /submit (fridge),1,1772559052.3210225
852.0978521555662,GROCERY_ORDER,POST /submit (fridge),1,1772559053.3300946
1458.4024157375097,GROCERY_ORDER,POST /submit (fridge),1,1772559054.8672397
220.02663742750883,GROCERY_ORDER,POST /submit (fridge),1,1772559055.2014413
1479.4882535934448,GROCERY_ORDER,POST /submit (fridge),1,1772559056.8880517
209.00246407836676,GROCERY_ORDER,POST /submit (fridge),1,1772559057.253908
1186.02364230901,GROCERY_ORDER,POST /submit (fridge),1,1772559058.605859
1144.140393473208,GROCERY_ORDER,POST /submit (fridge),1,1772559059.998139
1105.213763192296,GROCERY_ORDER,POST /submit (fridge),1,1772559061.313462
937.0570303872228,RESTOCK_ORDER,POST /submit (truck),1,1772559062.4485
222.8885693475604,GROCERY_ORDER,POST /submit (fridge),1,1772559062.7858875
1460.5397628620267,GROCERY_ORDER,POST /submit (fridge),1,1772559064.3590991
1037.1279492974281,GROCERY_ORDER,POST /submit (fridge),1,1772559065.506076
218.5167297720909,GROCERY_ORDER,POST /submit (fridge),1,1772559065.960572
229.15389575064182,GROCERY_ORDER,POST /submit (fridge),1,1772559066.2904773
217.19697397202253,GROCERY_ORDER,POST /submit (fridge),1,1772559066.7126954
989.364892244339,GROCERY_ORDER,POST /submit (fridge),1,1772559067.8849382
1370.5111918970942,RESTOCK_ORDER,POST /submit (truck),1,1772559069.4414928
504.86862752586603,GROCERY_ORDER,POST /submit (fridge),1,1772559070.0870261
1260.49920078367,RESTOCK_ORDER,POST /submit (truck),1,1772559071.4174182
1271.834958344698,GROCERY_ORDER,POST /submit (fridge),1,1772559072.741744
231.10786359757185,GROCERY_ORDER,POST /submit (fridge),1,1772559073.0887363
1225.9582001715899,GROCERY_ORDER,POST /submit (fridge),1,1772559074.49286
1250.7112193852663,GROCERY_ORDER,POST /submit (fridge),1,1772559075.9775865
879.64918743819,GROCERY_ORDER,POST /submit (fridge),1,1772559076.9751818
1003.5435520112514,GROCERY_ORDER,POST /submit (fridge),1,1772559078.0605114
1614.3379993736744,RESTOCK_ORDER,POST /submit (truck),1,1772559079.8435364
1179.4780045747757,GROCERY_ORDER,POST /submit (fridge),1,1772559081.1298249
1481.0503339394927,GROCERY_ORDER,POST /submit (fridge),1,1772559082.7388623
1211.0362695530057,GROCERY_ORDER,POST /submit (fridge),1,1772559084.0056133
1520.8491496741772,GROCERY_ORDER,POST /submit (fridge),1,1772559085.652485
235.30238959938288,GROCERY_ORDER,POST /submit (fridge),1,1772559086.0366244
1309.41510386765,GROCERY_ORDER,POST /submit (fridge),1,1772559087.5149798
